column0,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label,writers,directors
2604,tt0100332,Paris Is Burning,Paris Is Burning,1990,\N,71,14395.0,true,\N,
2642,tt0101660,The Dark Backward,The Dark Backward,1991,\N,101,3660.0,false,nm0726472,
2644,tt0101698,Défénding Yớúr Lifé,,1991,\N,112,18397.0,true,nm0000983,
2649,tt0101775,Drop Dead Fred,Drop Dead Fred,1991,\N,103,28135.0,false,"nm1228100,nm0204313,nm0277759",
2655,tt0102011,"He Said, She Said","He Said, She Said",1991,\N,115,6876.0,false,nm0389830,
2657,tt0102095,If Looks Could Kill,If Looks Could Kill,1991,\N,88,6914.0,false,"nm0215269,nm0823015",
2665,tt0102388,The Man in the Moon,The Man in the Moon,1991,\N,99,16319.0,true,nm0935053,
2671,tt0102583,"Olivier, Olivier","Olivier, Olivier",1992,\N,110,1756.0,true,"nm0002140,nm0487697,nm0213535",
2680,tt0102816,Center Stage,,1991,\N,126,2068.0,true,"nm0156994,nm0158402",
2691,tt0103077,There's Nothing Out There,,1991,\N,91,1536.0,false,nm0437490,
2716,tt0104028,The Black Bomber,,1992,\N,116,3185.0,true,"nm0048037,nm0054720",
2724,tt0104299,Freejack,,1992,\N,110,15791.0,false,"nm0790533,nm0696267,nm0795953,nm0319659",
2731,tt0104605,Khiladi,Khiladi,1992,\N,157,7963.0,true,"nm1104579,nm0451314,nm1031548",
2733,tt0104658,L.627,L.627,1992,\N,145,1927.0,true,"nm0018875,nm0851724",
2746,tt0104837,Méátbálls 4,,1992,\N,84,2336.0,false,nm0517514,
2751,tt0105046,Of Mice and Men,,1992,\N,115,42645.0,true,"nm0825705,nm0285210",
2753,tt0105089,The Panama Deception,,1992,\N,91,1078.0,true,nm0440722,
2754,tt0105104,Pásséngér 57,,1992,\N,84,47083.0,false,"nm0706296,nm0330108,nm0521739",
2759,tt0105185,Pigs,,1992,\N,104,,true,nm0664582,
2766,tt0105438,Dream of Light,,1992,\N,133,,true,"nm0258977,nm0529840",
2770,tt0105526,The Taking of Beverly Hills,,1991,\N,96,1197.0,false,"nm0002089,nm0622355,nm0298207,nm0121653",
2775,tt0105652,Pushing Hands,Tui shou,1991,\N,105,4074.0,true,"nm0000487,nm0770005",
2778,tt0105764,Visions of Light,,\N,1992,92,3175.0,true,nm0565342,
2808,tt0106761,Double Dragon,Double Dragon,1994,\N,96,13118.0,false,"nm0227704,nm0795990,nm0205157,nm0332467",
2811,tt0106877,Father Hood,Father Hood,1993,\N,95,3102.0,false,nm0818098,
2829,tt0107321,King Uncle,,\N,1993,171,2810.0,false,"nm0063357,nm1174579,nm1226230",
2833,tt0107387,Leprechaun,,1993,\N,92,25966.0,false,nm0428751,
2836,tt0107507,Mánháttán Múrdér Mystéry,,\N,1993,104,42564.0,true,"nm0000095,nm0108613",
2840,tt0107625,Mother's Day,,1994,\N,95,2056.0,true,"nm0073468,nm0233544,nm0246948,nm0796361",
2847,tt0107894,Psycho Cop Returns,,1993,\N,80,2590.0,false,"nm0693461,nm0693933",
2862,tt0108255,Super Mario Bros.,,1993,\N,104,52587.0,false,"nm0071970,nm0750344,nm0004412",
2869,tt0108358,Tombstone,Tombstone,1993,\N,130,,true,nm0418883,
2871,tt0108447,The Unnamable II: The Statement of Randolph Carter,The Unnamable II: The Statement of Randolph Carter,1992,\N,104,1024.0,false,"nm0522454,nm0653500",
2881,tt0109066,Vive L'Amour,,1994,\N,118,3890.0,true,"nm0158857,nm0874642,nm0946040",
2915,tt0109809,FleshEater,FleshEater,1988,\N,88,1492.0,false,"nm0386100,nm0709877",
2928,tt0110081,To Live,Huo zhe,\N,1994,133,17363.0,true,"nm0523760,nm0950500",
2929,tt0110116,Immortal Beloved,,\N,1994,121,,true,nm0741262,
2939,tt0110255,Kickboxer 4: The Aggressor,,1994,\N,90,3420.0,false,"nm0089502,nm0948818",
2948,tt0110367,Little Women,,1994,\N,115,,true,"nm0017301,nm0842523",
2953,tt0110613,My Girl 2,My Girl 2,1994,\N,99,19313.0,false,"nm0253214,nm0468293",
2969,tt0110989,Richie Rich,Ri¢hie Ri¢h,\N,1994,95,67078.0,false,"nm0866063,nm0662678,nm0421084",
2971,tt0111019,Wild Reeds,Les roseaux sauvages,1994,\N,110,5675.0,true,"nm12460454,nm0851522,nm0029242",
2975,tt0111174,Showdown,Showdown,1993,\N,98,1067.0,false,nm0316736,
2977,tt0111190,The Silence of the Hams,Il silenzio dei prosciutti,1994,\N,81,5520.0,false,nm0339619,
2980,tt0111282,Stargate,Stargate,1994,\N,116,184134.0,true,"nm0002041,nm0000386",
2988,tt0111666,Wár ớf thé Búttớns,,1994,\N,94,,true,"nm0673681,nm0919815,nm0002216",
2989,tt0111786,In the Heat of the Sun,Yang guang can lan de ri zi,1994,\N,134,4315.0,true,"nm0422638,nm0911032",
3006,tt0112602,Bushwhacked,,1995,\N,90,5987.0,false,"nm0430027,nm0125803,nm0842476,nm0325271",
3073,tt0114388,Sense and Sensibility,Sense and Sensibility,1995,\N,136,,true,"nm0000807,nm0000668",
3077,tt0114465,Ski School 2,,1994,\N,92,,false,nm0621058,
3079,tt0114489,Soldier Boyz,,1995,\N,90,1205.0,false,nm0702912,
3080,tt0114496,Something to Talk About,,1995,\N,106,14839.0,false,nm0451884,
3103,tt0115577,Ásphált Tángớ,Asphalt Tango,1996,\N,100,,true,"nm0135952,nm0505964",
3136,tt0116261,Eye of God,Eye of God,\N,1997,84,1193.0,true,nm0625789,
3137,tt0116269,Faithful,Faithful,1996,\N,91,2087.0,false,nm0001590,
3139,tt0116289,Feeling Minnesota,,1996,\N,99,10982.0,false,nm0047076,
3146,tt0116426,Thé Gớd ớf Cớớkéry,,1996,\N,88,8687.0,true,"nm0159507,nm2650758,nm0874683",
3165,tt0116828,The Last Days of Frankie the Fly,,1996,\N,96,1842.0,false,nm0130502,
3179,tt0117070,Mojave Moon,Mojave Moon,1996,\N,95,2572.0,false,nm0322058,
3191,tt0117372,The Preacher's Wife,The Preacher's Wife,1996,\N,123,11819.0,false,"nm0622251,nm0792845,nm0073394,nm0560894,nm0778819",
3195,tt0117482,Ripe,,1996,\N,92,1085.0,false,nm0644806,
3201,tt0117609,Sgt. Kabukiman N.Y.P.D.,Sgt. Kabukiman N.Y.P.D.,1990,\N,105,2915.0,false,"nm0442207,nm0651608,nm0765910,nm3174120,nm3173673",
3243,tt0118826,Thé Cástlé,The Castle,1997,\N,85,15860.0,true,"nm0162274,nm0322467,nm0448088,nm0803203",
3244,tt0118843,"Black Cat, White Cat",,1998,\N,127,52713.0,true,nm0586235,
3255,tt0119084,The Ex,The Ex,1996,\N,87,1158.0,false,"nm1661375,nm0169540",
3266,tt0119203,Glam,Glam,1997,\N,92,2404.0,false,"nm0262923,nm0956362",
3269,tt0119239,Gupt: The Hidden Truth,,1997,\N,173,4905.0,true,"nm0101555,nm0706800,nm0787022",
3286,tt0119502,The Last Time I Committed Suicide,,\N,1997,92,2238.0,false,"nm0143944,nm0443181",
3294,tt0119642,Mean Guns,Mean Guns,1997,\N,104,,false,nm0925973,
3296,tt0119670,Thé Mighty,,1998,\N,100,12911.0,true,"nm0679917,nm0495378",
3339,tt0120619,Break Up,Break Up,1998,\N,100,1858.0,false,nm0271259,
3343,tt0120670,Firestorm,Firestorm,1998,\N,89,3939.0,false,nm0815425,
3345,tt0120696,Hard Rain,Hard Rain,1998,\N,97,34763.0,false,nm0003662,
3351,tt0120731,The Legend of 1900,,1998,\N,169,62087.0,true,"nm0054621,nm0868153",
3361,tt0120836,Lớst & Fớúnd,Lost & Found,1999,\N,100,6465.0,false,"nm0177074,nm0576149,nm0005450",
3369,tt0120917,The Emperor's New Groove,,2000,\N,78,192434.0,true,"nm0930261,nm0227540,nm0721675,nm0027459,nm2320658,nm0636236,nm0021249,nm0414226,nm0291208,nm0448208,nm0910559",
3383,tt0123391,Brigada Diverse intrã în actiune,,1970,\N,100,1738.0,true,"nm0236664,nm0862629",
3398,tt0126861,Denial,Denial,\N,1998,93,,false,nm0726472,
3404,tt0127834,Seven Years Bad Luck,,\N,1921,62,1213.0,true,nm0511729,
3410,tt0128445,Rúshmớré,,\N,1998,93,178673.0,true,"nm0027572,nm0005562",
3413,tt0129387,There's Something About Mary,,1998,\N,119,302761.0,true,"nm0214036,nm0833828,nm0268380,nm0125803",
3418,tt0130192,Postmortem,,1998,\N,105,2021.0,false,"nm0482977,nm0568126",
3420,tt0130444,Aimee & Jaguar,Aimée & Jaguar,1999,\N,125,6447.0,true,"nm0299621,nm0613163,nm7288074",
3430,tt0132245,Driven,Driven,2001,\N,116,40605.0,false,"nm0804847,nm0845844,nm0000230",
3461,tt0139615,Slam,,1998,\N,100,,true,"nm0505660,nm0833677,nm0812308,nm0540395,nm0931654",
3462,tt0139809,Thé Thirtéénth Flớớr,The Thirteenth Floor,1999,\N,100,70085.0,true,"nm0303297,nm0750857,nm0148334",
3470,tt0140534,Sathi Leelavathi,,\N,1995,151,1359.0,true,"nm10410739,nm0352032,nm0536818,nm1190372",
3481,tt0142243,Dragon Ball Z: Wrath of the Dragon,,1995,\N,52,8497.0,true,"nm0868066,nm0468715",
3487,tt0143861,Scratch,,2001,\N,92,2785.0,true,\N,
3497,tt0145033,Kingdom of Crooked Mirrors,,1963,\N,75,1287.0,true,"nm0035026,nm0345518",
3519,tt0154183,First Rank,,1990,\N,150,,false,nm0007147,
3541,tt0158610,The Fall of Rock & Roll,,1989,\N,106,3140.0,true,"nm0054720,nm0538755,nm0904356",
3561,tt0163676,The in Crowd,The In Crowd,2000,\N,105,4540.0,false,"nm0317102,nm0357000",
3574,tt0165623,Ángst,,1983,\N,87,10269.0,true,"nm0752960,nm0439231",
3579,tt0166110,Bones,Bones,2001,\N,96,,false,"nm0800048,nm0582481",
3584,tt0166370,Subconscious Cruelty,Subconscious Cruelty,2000,\N,92,1824.0,false,nm0403963,
3590,tt0167341,Tommy and the Wildcat,,1998,\N,102,,false,"nm0837608,nm0199689,nm0351858",
3629,tt0175536,Freeway II: Confessions of a Trickbaby,Freeway II: Confessions of a Trickbaby,1999,\N,97,2962.0,false,nm0109165,
3630,tt0175880,Magnolia,Magnolia,\N,1999,188,302174.0,true,nm0000759,
3631,tt0176269,Universal Soldier: The Return,Universal Soldier: The Return,1999,\N,83,28923.0,false,"nm0745330,nm0500609,nm0002041,nm0540532,nm0004591",
3637,tt0177650,Company Man,Company Man,2000,\N,95,2073.0,false,"nm0039468,nm0569790",
3645,tt0179918,Kamiondzije opet voze,Kamiondzije opet voze,1984,\N,88,1146.0,true,nm0586235,
3646,tt0180052,Thé Ádvéntúrés ớf Plútớ Násh,,2002,\N,95,25485.0,false,nm0193854,
3678,tt0186725,Zátớichi's Cáné Swớrd,Zatôichi tekka-tabi,1967,\N,93,1169.0,true,"nm0440383,nm0793753",
3690,tt0188766,King of Comedy,Hei kek ji wong,1999,\N,85,6806.0,true,"nm0159507,nm0497231,nm0874683,nm1212647,nm0298676,nm5718923",
3695,tt0190332,"Crouching Tiger, Hidden Dragon",Wo hu cang long,2000,\N,120,262431.0,true,"nm0910924,nm0770005,nm0874631,nm0238893",
3706,tt0192718,The Man Who Sleeps,,1974,\N,77,3498.0,true,nm0673007,
3714,tt0196069,Samsara,Samsara,2001,\N,145,7829.0,true,"nm0659023,nm0048973",
3715,tt0196219,The Wrecking Crew,,2000,\N,80,1232.0,false,nm0089502,
3718,tt0196635,International Khiladi,International Khiladi,1999,\N,175,2216.0,false,"nm0576494,nm1022183",
3728,tt0200087,Sarfarosh,,1999,\N,174,25084.0,true,"nm1195250,nm0559877,nm1597736",
3736,tt0201844,Survival Island,Survival Island,2002,\N,85,4228.0,false,"nm0384862,nm0384863",
3749,tt0205461,Thomas and the Magic Railroad,,2000,\N,85,4218.0,false,"nm0020150,nm0043423,nm1138141",
3759,tt0209144,Méméntớ,Memento,2000,\N,113,1180579.0,true,"nm0634240,nm0634300",
3761,tt0209463,The Wind Will Carry Us,,\N,1999,118,10261.0,true,"nm1462189,nm0452102",
3779,tt0212742,After Alice,After Alice,2000,\N,100,1750.0,false,nm0588572,
3781,tt0213790,The Ladies Man,,2000,\N,84,13018.0,false,"nm0005218,nm0574005,nm0824482",
3784,tt0214871,The Last Patrol,,2000,\N,95,,false,"nm0102839,nm0519133",
3802,tt0220506,Halloween: Resurrection,Halloween: Resurrection,2002,\N,94,41851.0,false,"nm0384185,nm0000118,nm0104487,nm0393517",
3817,tt0227277,Burnt Money,,2000,\N,125,6425.0,true,"nm0276655,nm0683049,nm0686304",
3825,tt0232960,Wớh Káún Thi?,Woh Kaun Thi?,1964,\N,140,1029.0,true,"nm0154123,nm0729815",
3830,tt0233656,Epicenter,Epicenter,2000,\N,102,1384.0,false,nm0564303,
3831,tt0233687,The Eyes of Tammy Faye,The Eyes of Tammy Faye,2000,\N,79,1719.0,true,\N,
3835,tt0234652,Sanctimony,Sanctimony,2000,\N,87,1586.0,false,nm0093051,
3867,tt0241760,The New Guy,The New Guy,2002,\N,88,,false,nm0447583,
3869,tt0242150,Xchange,,2001,\N,110,2552.0,false,"nm0670832,nm0820386",
3887,tt0245573,XX/XY,,2002,\N,91,3205.0,false,nm0157222,
3898,tt0246989,Tomcats,,2001,\N,95,18199.0,false,nm0201304,
3902,tt0247944,Badal,,2000,\N,166,1349.0,false,"nm0438029,nm0080327,nm1122442,nm0765454",
3906,tt0248126,Kabhi Khushi Kabhie Gham...,Kabhi Khushi Kabhie Gham...,2001,\N,210,,true,"nm0424103,nm1099235",
3908,tt0248547,Tholi Prema,Tholi Prema,\N,1998,146,3869.0,true,"nm0157977,nm0440269",
3931,tt0252487,The Chaos Class,,\N,1975,87,39349.0,true,"nm0119457,nm0407642",
3934,tt0252490,Thé Cháớs Cláss Is Wáking Úp,,1977,\N,94,,true,"nm0407642,nm0784149",
3935,tt0252589,Kanli Nigar,Kanli Nigar,1981,\N,81,,true,"nm0015570,nm0784149",
3968,tt0258291,Wings of Glass,,2000,\N,105,1559.0,false,"nm0046636,nm0236724,nm0512130",
3974,tt0259324,Ghost Rider,Ghost Rider,2007,\N,110,231319.0,false,nm0425756,
3982,tt0261199,Thé Pricé ớf Áir,The Price of Air,\N,2000,88,1128.0,false,nm0262923,
3986,tt0262432,George Washington,George Washington,2000,\N,89,8177.0,true,nm0337773,
3987,tt0262455,Gundamma Katha,Gundamma Katha,1962,\N,166,1486.0,true,"nm0149832,nm0006769,nm0710589",
3989,tt0262942,Savage Souls,,2001,\N,120,1888.0,true,"nm0320274,nm0040150,nm0973288,nm0195751,nm1351352",
4016,tt0266543,Finding Nemo,,\N,2003,100,993387.0,true,"nm0004056,nm0677037,nm0721675",
4019,tt0266987,Spy Game,,2001,\N,126,153146.0,true,"nm0065847,nm0033153",
4026,tt0268282,The Elm-Chanted Forest,Cudesna suma,1986,\N,83,1425.0,true,"nm0788818,nm0804862",
4029,tt0269356,Ice Planet,,2001,\N,83,1041.0,false,nm0174573,
4035,tt0270321,Dr. Babasaheb Ambedkar,,2000,\N,197,1797.0,true,"nm1046413,nm1046639,nm0850247",
4054,tt0273718,Commissar Shakespeare,,2000,\N,113,3222.0,false,nm1868491,
4057,tt0274497,The Ignorant Fairies,,2001,\N,106,9029.0,true,"nm0739744,nm0654858",
4066,tt0276744,13 Moons,13 Moons,2002,\N,93,1233.0,false,"nm0170462,nm0734319",
4069,tt0277615,Bug,,2002,\N,86,1124.0,true,nm0542062,
4079,tt0279983,Néréyé Bákiyớr Bú Ádámlár,Nereye Bakiyor Bu Adamlar,1976,\N,88,1772.0,true,nm0882448,
4092,tt0281373,Snow Dogs,,2002,\N,99,26380.0,false,"nm0467942,nm0842476,nm0325271,nm0317102,nm0357000,nm0667305",
4108,tt0283885,Anja & Viktor,Anja & Viktor,2001,\N,90,1381.0,false,"nm0293997,nm0433832",
4117,tt0285665,Kúrúthipúnál,Kuruthipunal,\N,1995,143,,true,"nm0352032,nm0631539",
4123,tt0286716,Hulk,,2003,\N,138,260766.0,false,"nm0498278,nm0456158,nm0770005,nm0877273,nm0289833",
4126,tt0287467,Talk to Her,Hable con ella,\N,2002,112,109499.0,true,nm0000264,
4144,tt0291131,The Devils,Les diables,2002,\N,105,1194.0,true,"nm0520569,nm0749439",
4145,tt0291376,Nayak: The Real Hero,Nayak: The Real Hero,2001,\N,187,15736.0,true,"nm0440604,nm0788171",
4150,tt0292490,Dil Chahta Hai,Dil Chahta Hai,2001,\N,183,70185.0,true,"nm1539594,nm1027719,nm10689808,nm1260845",
4197,tt0303816,Cabin Fever,Cabin Fever,2002,\N,93,76510.0,false,"nm0744834,nm0669132",
4203,tt0304711,The Order,The Order,2003,\N,102,17432.0,false,nm0001338,
4212,tt0306841,Thé Lizzié McGúiré Mớvié,The Lizzie McGuire Movie,2003,\N,94,,false,"nm0418070,nm0214036,nm0833828,nm0591673",
4219,tt0307466,Sin,Sin,2003,\N,107,,false,nm0932569,
4235,tt0310254,Tumko Na Bhool Paayenge,,2002,\N,160,2946.0,false,nm0415514,
4244,tt0312773,The Man of the Year,O Homem do Ano,2003,\N,105,2869.0,true,"nm0284707,nm0578266",
4260,tt0315543,Ớpén Héárts,Elsker dig for evigt,2002,\N,113,10116.0,true,"nm0081540,nm0421314",
4262,tt0315642,Wazir,,2016,\N,103,18501.0,true,"nm0006765,nm0430785,nm2349060,nm5241801,nm1249226,nm3871075,nm7430071",
4290,tt0323571,Nemesis Game,Nemesis Game,2003,\N,92,2151.0,false,nm1168394,
4315,tt0328844,The Inheritance,,2003,\N,115,4697.0,true,"nm0283377,nm0502547,nm0750000,nm1227825",
4321,tt0329393,Mr. and Mrs. Iyer,,2002,\N,120,4776.0,true,"nm0031967,nm0223338",
4328,tt0330536,Á Cớlt Is My Pásspớrt,,1967,\N,84,1933.0,true,"nm1024346,nm0619069,nm0945257",
4337,tt0333701,Cheese and Jam,,2003,\N,92,,true,nm0229301,
4338,tt0333764,Blue Gate Crossing,,2002,\N,85,3661.0,true,nm0947140,
4350,tt0337721,The Snow Walker,,2003,\N,103,10448.0,true,"nm0001747,nm0610246",
4371,tt0340137,Grándé écớlé,,2004,\N,110,,false,"nm0758431,nm0078811",
4374,tt0341495,Naked Weapon,,2002,\N,92,7448.0,false,nm0939147,
4387,tt0346491,Alexander,,2004,\N,175,166862.0,false,"nm0000231,nm0477370,nm0436164",
4394,tt0347457,Daybreak,,2003,\N,110,1474.0,true,nm0750275,
4415,tt0353357,Dáy ớf Wráth,,\N,2006,109,,false,nm0749011,
4427,tt0357282,The King,,2002,\N,130,2131.0,true,"nm0334552,nm1558468",
4435,tt0359013,Blade: Trinity,Blade: Trinity,2004,\N,113,172067.0,false,"nm0275286,nm0938379,nm0170160",
4448,tt0361841,Little Black Book,,2004,\N,107,17925.0,false,"nm0141812,nm0068183",
4455,tt0362270,The Life Aquatic with Steve Zissou,The Life Aquatic with Steve Zissou,2004,\N,119,189780.0,true,"nm0027572,nm0000876",
4473,tt0366555,Dead Scared,The Hazing,2004,\N,87,1765.0,false,nm0437490,
4477,tt0366840,Okkadu,,2003,\N,171,9170.0,true,nm0348015,
4489,tt0368578,Are We There Yet?,,2005,\N,95,,false,"nm1027958,nm1257282,nm0826425,nm0918955",
4514,tt0372873,Dragon Wars: D-War,,2007,\N,107,24278.0,false,nm0405374,
4555,tt0377818,The Dukes of Hazzard,The Dukes of Hazzard,2005,\N,104,77620.0,false,"nm0907296,nm1016088,nm1627554",
4580,tt0381681,Béfớré Súnsét,,2004,\N,80,250751.0,true,"nm0000500,nm0000365,nm0000160,nm0471811",
4593,tt0382628,Dark Water,,2005,\N,105,61511.0,false,"nm0840626,nm0620378,nm0406772,nm0947913",
4606,tt0385002,Gréén Stréét Hớớligáns,,2005,\N,109,147163.0,true,"nm0591994,nm1471990,nm0791285",
4612,tt0385751,Thé Kétchúp Éfféct,Hip Hip Hora!,2004,\N,90,4678.0,false,nm0264624,
4633,tt0388285,Going the Distance,,2004,\N,93,3633.0,false,"nm1307411,nm0784177",
4638,tt0388795,Brokeback Mountain,,2005,\N,134,342121.0,true,"nm0698925,nm0573505,nm0652223",
4673,tt0397401,Drop Dead Sexy,Drop Dead Sexy,2005,\N,83,2423.0,false,"nm1538873,nm0552553,nm0679951",
4691,tt0402022,Æon Flux,Æon Flux,2005,\N,93,126687.0,false,"nm0006534,nm0542062,nm0161285",
4694,tt0402230,The Great New Wonderful,,2005,\N,88,1492.0,false,nm1028558,
4699,tt0402906,Czech Dream,Ceský sen,\N,2004,90,2244.0,true,"nm1109731,nm1150657",
4700,tt0403016,Súpércrớss,,2005,\N,80,4656.0,false,"nm0812747,nm0048245,nm2015292",
4719,tt0407732,Dirty Deeds,Dirty Deeds,2005,\N,87,8522.0,false,"nm1633127,nm1633174",
4721,tt0407998,The Mistress of Spices,,2005,\N,92,5315.0,false,"nm0149446,nm0074488,nm2117209",
4726,tt0408524,Bad News Bears,,2005,\N,113,21320.0,false,"nm0484111,nm0275629,nm0720135",
4735,tt0410407,Ớrwéll Rớlls in His Grávé,Orwell Rolls in His Grave,2003,\N,84,1131.0,true,"nm0085649,nm0660622",
4749,tt0413615,Unforgivable Blackness: The Rise and Fall of Jack Johnson,Unforgivable Blackness: The Rise and Fall of Jack Johnson,\N,2004,214,1517.0,true,nm0911552,
4760,tt0415689,Ouija Board,Bunshinsaba,2004,\N,120,1457.0,false,nm0014203,
4764,tt0416051,Mr. Fix It,Mr. Fix It,\N,2006,93,1902.0,false,nm0006518,
4767,tt0416991,Moolaadé,,2004,\N,124,3779.0,true,nm0783733,
4768,tt0417011,Nerukku Ner,,1997,\N,178,2121.0,true,nm1182689,
4811,tt0424205,Joyeux Noel,Joyeux Noël,2005,\N,116,28972.0,true,nm0137228,
4813,tt0424345,Clerks II,,2006,\N,97,132963.0,true,nm0003620,
4822,tt0424992,Emma's Bliss,,\N,2006,99,1980.0,true,"nm0858399,nm2292247",
4872,tt0433383,"Good Night, and Good Luck.",,2005,\N,93,96558.0,true,"nm0000123,nm0381416",
4878,tt0434541,Macbeth,Macbeth,2006,\N,109,2194.0,false,"nm0942408,nm0384751,nm0000636",
4902,tt0439876,What Love Is,,\N,2007,93,,false,nm0552358,
4906,tt0441297,Habana Blues,,2005,\N,115,,true,"nm1618201,nm2398980,nm0246737,nm0379864,nm0952583",
4910,tt0442286,The Hidden Blade,Kakushi ken oni no tsume,\N,2004,132,6584.0,true,"nm0945282,nm0038335,nm1330441",
4913,tt0443431,Another Gay Movie,,2006,\N,92,8970.0,false,"nm0827171,nm0436228",
4919,tt0443737,Death Trance,,2005,\N,89,1844.0,false,"nm1992167,nm1994456,nm1480852,nm1647538",
4929,tt0446055,The Trials of Darryl Hunt,,2006,\N,106,1052.0,true,"nm0827830,nm0839064",
4948,tt0450405,Cirque du Freak: The Vampire's Assistant,Cirque du Freak: The Vampire's Assistant,2009,\N,119,44555.0,false,"nm0919369,nm0001338,nm1752231",
4955,tt0451134,Mustang Sally,,2006,\N,85,1422.0,false,nm0467397,
4961,tt0452625,Good Luck Chuck,,2007,\N,101,88736.0,false,"nm0831457,nm2521593",
4970,tt0454776,Amazing Grace,Amazing Grace,\N,2006,118,24543.0,true,nm1140275,
4986,tt0457297,The Butterfly Effect 2,The Butterfly Effect 2,2006,\N,92,35369.0,false,"nm0919115,nm0001239",
4991,tt0457496,Street Fight,Street Fight,2005,\N,83,2046.0,true,nm1903582,
5028,tt0466449,Island of Lost Souls,,2007,\N,100,1773.0,false,"nm1064048,nm1065452",
5029,tt0466561,Thé Bớrdér Pớst,Karaula,2006,\N,94,6050.0,true,"nm0342748,nm1053355",
5041,tt0468965,Whén á Mán Fálls,When a Man Falls in the Forest,\N,2007,86,1343.0,false,nm1435316,
5054,tt0472465,Infection,Infection,2005,\N,81,1347.0,false,nm1996304,
5055,tt0472562,Shake Hands with the Devil,Shake Hands with the Devil,2007,\N,112,3373.0,true,"nm0711083,nm0233035,nm1714819",
5058,tt0473348,Déád Mén Wálking,,2005,\N,82,1332.0,false,nm0915004,
5062,tt0473604,Anukokunda Oka Roju,,2005,\N,145,1636.0,true,"nm0348246,nm1923369",
5070,tt0475228,Bone Dry,,2007,\N,100,1204.0,false,"nm2012022,nm0639604",
5072,tt0475289,Hack!,,2007,\N,89,2228.0,false,nm0283550,
5101,tt0478988,Thé Cáll ớf Cthúlhú,The Call of Cthulhu,2005,\N,90,8230.0,true,"nm0522454,nm2028585",
5110,tt0480249,I Am Legend,I Am Legend,2007,\N,101,720796.0,true,"nm0698873,nm0326040,nm0558577,nm0181019,nm0181020",
5116,tt0482461,Barry Munday,Barry Munday,2010,\N,95,4187.0,false,"nm0195476,nm2060468",
5139,tt0486674,What Just Happened,What Just Happened,2008,\N,104,27162.0,false,nm0513165,
5147,tt0488177,My Girl and I,Parang-juuibo,2005,\N,97,2639.0,true,"nm5549922,nm1030706,nm1715571",
5155,tt0489225,Man in the Chair,,2007,\N,107,1688.0,true,nm0775512,
5160,tt0490170,Lớvé Stớry 2050,Love Story 2050,2008,\N,180,2432.0,false,"nm0062614,nm1818188,nm1190754,nm0713615,nm2898003,nm1242455",
5177,tt0493420,Thé Gréát Háppinéss Spácé: Tálé ớf án Ớsáká Lớvé Thiéf,The Great Happiness Space: Tale of an Osaka Love Thief,2006,\N,76,,true,\N,
