column0,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,writers,directors
4568,tt0379557,Touching the Void,,2003,\N,106,35097.0,nm1440698,nm0531817
5015,tt0462517,Haunted Forest,,2007,\N,81,1438.0,nm0096332,nm0096332
5307,tt0808230,Lés déúx mớndés,Les deux mondes,2007,\N,105,1333.0,"nm0169300,nm0191392,nm4094947",nm0169300
8119,tt3462696,Tekken: Kazuya's Revenge,,2014,\N,90,2522.0,"nm1955614,nm0666999",nm1126346
8812,tt5097070,Dancer,Dancer,2016,\N,85,2851.0,\N,nm0134682
8891,tt5280684,The Ice Cream Truck,The Ice Cream Truck,2017,\N,96,2965.0,nm2148858,nm2148858
9361,tt6736198,Ready to Mingle,,2019,\N,95,2262.0,"nm1514537,nm2083354",nm1514537
9951,tt9526826,Android Kunjappan Ver 5.25,Android Kunjappan Version 5.25,2019,\N,140,5271.0,nm10365311,nm10365311
87,tt0022074,The Smiling Lieutenant,,1931,\N,93,3632.0,"nm0414885,nm0233791,nm0618169,nm0883328,nm0710723,nm0523932,nm1250333",nm0523932
143,tt0025746,The Scarlet Empress,,1934,\N,104,6400.0,"nm0464767,nm1327583",nm0903049
277,tt0033028,The Sea Hawk,The Sea Hawk,1940,\N,127,9671.0,"nm0462321,nm0589316",nm0002031
1377,tt0067810,Sweet Sweetback's Baadasssss Song,Sweet Sweetback's Baadasssss Song,\N,1971,97,5031.0,nm0887708,nm0887708
2032,tt0086190,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi,1983,\N,131,996407.0,"nm0001410,nm0000184",nm0549658
2375,tt0094315,The Whales of August,,1987,\N,90,4688.0,nm0077527,nm0000755
2452,tt0096028,Salaam Bombay!,Salaam Bombay!,1988,\N,113,9116.0,"nm0619762,nm0850247,nm1195250",nm0619762
2477,tt0097100,Cớmmúniớn,Communion,1989,\N,109,6228.0,nm0834460,nm0602333
2816,tt0107009,Ghost in the Machine,,1993,\N,95,3693.0,"nm0204030,nm0651758",nm0003080
3580,tt0166158,Daddy and Them,,2001,\N,101,2346.0,nm0000671,nm0000671
4413,tt0352994,Wálk ớn Wátér,Walk on Water,2004,\N,103,6734.0,"nm0074257,nm0676358,nm0835271,nm0879799",nm0297202
5270,tt0787442,The Attack,The Attack,2012,\N,102,4235.0,"nm1789576,nm0234780,nm1979166",nm0234780
6219,tt1278322,Cớlin,Colin,2008,\N,97,1584.0,nm2683878,nm2683878
6849,tt1677720,Réády Pláyér Ớné,,2018,\N,140,405236.0,"nm0672015,nm2094392",nm0000229
1540,tt0072783,Chupke Chupke,Chupke Chupke,1975,\N,146,12259.0,"nm0304370,nm0611520,nm0347899,nm1100176",nm0611531
7888,tt2967856,Ánớthér Dáy ớf Lifé,,2018,\N,85,2255.0,"nm4618825,nm4115747,nm0425894,nm8252137,nm4204557,nm2419380","nm4618825,nm4204557"
3967,tt0257568,Kangaroo Jack,Kangaroo Jack,2003,\N,89,31020.0,"nm0082893,nm0639434,nm0003298",nm0573589
9909,tt9207700,Made in Italy,,2020,\N,94,7053.0,nm0195439,nm0195439
115,tt0023940,Design for Living,Design for Living,1933,\N,91,,"nm0002021,nm0372942,nm0388755",nm0523932
572,tt0045125,Scaramouche,Scaramouche,1952,\N,115,5837.0,"nm0587697,nm0296207,nm0754581,nm0421255,nm0933133",nm0796645
996,tt0057611,Thé Siléncé,,\N,1963,96,19135.0,nm0000005,nm0000005
1032,tt0058557,Seance on a Wet Afternoon,,1964,\N,121,6528.0,"nm0522561,nm0285302",nm0285302
1236,tt0064038,The Land,Al-ard,1969,\N,130,1827.0,"nm1548504,nm0297148",nm0149631
1384,tt0067972,Werewolves on Wheels,,1971,\N,80,1368.0,"nm0442124,nm0505392",nm0505392
2202,tt0090368,A Cruel Romance,Zhestokiy romans,1984,\N,142,3499.0,"nm0652534,nm0752922",nm0752922
2512,tt0097778,Look Who's Talking,Look Who's Talking,1989,\N,93,,nm0002132,nm0002132
3026,tt0113114,Free Willy 2: The Adventure Home,,1995,\N,95,17989.0,"nm0907929,nm0418321,nm0088097,nm0560469",nm0514546
3261,tt0119142,For Richer or Poorer,,1997,\N,115,10849.0,"nm0398174,nm0525503",nm0818465
4240,tt0311429,The League of Extraordinary Gentlemen,,2003,\N,110,,"nm0600872,nm1171463,nm0732702",nm0635759
4879,tt0434964,Gámmérá thé Invinciblé,,1966,\N,86,1147.0,"nm0847177,nm0469233","nm0950633,nm0397590"
5120,tt0482901,The Pope's Toilet,,2007,\N,90,2751.0,"nm0153263,nm0273483","nm0153263,nm0273483"
5235,tt0765430,American Zombie,,2007,\N,90,1188.0,"nm0497333,nm0814412",nm0497333
6277,tt1307861,American Grindhouse,,2010,\N,80,2392.0,"nm1486426,nm1818500",nm1486426
6428,tt1396227,The Wild and Wonderful Whites of West Virginia,,2009,\N,86,,\N,nm0633064
8309,tt3810602,B.O.K.: Bi O Kalmisti,,2016,\N,95,1847.0,nm6576029,nm6576028
8371,tt3958780,Equity,,2016,\N,100,3582.0,"nm2353338,nm1130496,nm1470084",nm3652021
8489,tt4207112,Score: A Film Music Documentary,,2016,\N,93,4386.0,nm5417181,nm5417181
9224,tt6214468,The Russian Bride,,2019,\N,101,5049.0,nm1245435,nm1245435
9563,tt7588160,Ketenpere,,2017,\N,108,,nm0786919,nm0149131
644,tt0048317,Love Me or Leave Me,Love Me or Leave Me,1955,\N,122,4063.0,"nm0297190,nm0501973",nm0896533
1224,tt0063592,Shalako,,1968,\N,113,3012.0,"nm0478263,nm0341526,nm0394404,nm0277451,nm0721655",nm0229424
1616,tt0074730,Kabhi Kabhie,,\N,1976,177,2077.0,"nm0159158,nm0765166",nm0007181
1864,tt0082497,The Hand,,1981,\N,104,5970.0,"nm0104572,nm0000231",nm0000231
3159,tt0116739,How the War Started on My Island,,1996,\N,97,2683.0,"nm0107654,nm0107655",nm0107655
3385,tt0123832,Fámily Plán,Family Plan,1997,\N,95,1091.0,nm13205044,nm0314104
3966,tt0257516,Cúrséd,Cursed,2005,\N,97,32084.0,nm0932078,nm0000127
8397,tt4016934,The Handmaiden,Ah-ga-ssi,\N,2016,145,131442.0,"nm1258797,nm1941029,nm0661791",nm0661791
9406,tt6904062,Real,,2017,\N,137,1215.0,"nm2320985,nm5371819,nm4631212",nm4424420
9531,tt7459182,Wave of Crimes,,2018,\N,98,1494.0,nm0555909,nm0703265
9836,tt8886670,The Father Who Moves Mountains,Tata muta muntii,2021,\N,108,2921.0,nm3212856,nm3212856
1667,tt0076200,Behind Convent Walls,Interno di un convento,1978,\N,95,1164.0,"nm0097259,nm0826543",nm0097259
2320,tt0093171,Héll Cớmés tớ Frớgtớwn,Hell Comes to Frogtown,\N,1988,86,6069.0,"nm0413459,nm0289696","nm0413459,nm0457970"
3955,tt0254775,The Red Siren,,2002,\N,118,1317.0,"nm0075626,nm1194163,nm1175275,nm0576298,nm0819004",nm0576298
3959,tt0255641,Thalavattam,Thalavattam,1986,\N,147,1187.0,nm0698184,nm0698184
4169,tt0297780,Beyond the Limits,,2003,\N,100,1131.0,"nm0411809,nm0718638",nm0411809
6437,tt14034966,Whéél ớf Fớrtúné ánd Fántásy,,2021,\N,121,1477.0,nm3152327,nm3152327
6979,tt1783244,Battle of Warsaw 1920,1920 Bitwa Warszawska,\N,2011,115,,"nm0388956,nm1008161",nm0388956
7460,tt2262175,Svengali,,2013,\N,93,1088.0,nm1528271,nm1034628
536,tt0043476,Double Dynamite,Double Dynamite,1951,\N,80,1085.0,"nm0789520,nm0744576,nm0542332,nm0186355",nm0191899
1109,tt0060747,Neulovimye mstiteli,,\N,1967,78,1766.0,"nm0089974,nm0449084,nm0947640",nm0449084
2233,tt0091214,Mán Fácing Sớúthéást,,1986,\N,105,3941.0,nm0836949,nm0836949
5380,tt0841108,Hannah Takes the Stairs,Hannah Takes the Stairs,2007,\N,83,1958.0,"nm1846132,nm1950086,nm0651692,nm1216004,nm1735543,nm0243233,nm0737442,nm1832297,nm1997169,nm1829290",nm1846132
8155,tt3511596,Clớsé Rángé,Close Range,2015,\N,80,4991.0,"nm1720703,nm1360971",nm0282708
1521,tt0071696,Police Tactics,Jingi naki tatakai: Chôjô sakusen,1974,\N,101,1058.0,"nm0407326,nm0440378",nm0297935
2351,tt0093779,Thé Princéss Bridé,,1987,\N,98,413048.0,nm0001279,nm0001661
9871,tt9058654,Dinner in America,,2020,\N,106,1857.0,nm0716814,nm0716814
312,tt0034586,Cástlé in thé Désért,,1942,\N,62,1314.0,"nm0488295,nm0081788",nm0480046
5964,tt1152850,Wendy and Lucy,Wendy and Lucy,\N,2008,80,17829.0,"nm1299680,nm0716980",nm0716980
705,tt0050091,Seven Days from Now,,1957,\N,100,1661.0,nm0757940,nm0757940
3443,tt0135641,Sapoot,,1996,\N,158,1107.0,\N,nm1018906
4857,tt0429589,The Ant Bully,The Ant Bully,2006,\N,88,38497.0,"nm0204884,nm1752042",nm0204884
5869,tt1124052,City of Life and Death,Nanjing! Nanjing!,2009,\N,132,10817.0,nm1283651,nm1283651
9019,tt5668770,Mardaani 2,,2019,\N,103,8867.0,nm3971343,nm3971343
549,tt0044000,The White Sheik,,1952,\N,86,6028.0,"nm0000774,nm0000019,nm0684083,nm0280919",nm0000019
809,tt0053134,Good Morning,,1959,\N,94,9008.0,"nm0633792,nm0654868",nm0654868
4625,tt0387564,Sáw,,2004,\N,103,,"nm1191481,nm1490123",nm1490123
5127,tt0484562,The Seeker: The Dark Is Rising,The Seeker: The Dark Is Rising,2007,\N,99,15268.0,"nm0388076,nm0178402",nm0192289
5333,tt0816539,Jack Brooks: Monster Slayer,,2007,\N,85,6329.0,"nm1394062,nm2033655,nm1427978,nm1433435",nm1394062
3496,tt0144964,Highlander: Endgame,Highlander: Endgame,2000,\N,87,20084.0,"nm0927074,nm0077171,nm0395741,nm0659949,nm0812373",nm0007439
3889,tt0245674,Thir13en Ghosts,,2001,\N,91,85019.0,"nm0925380,nm0139605,nm0006902,nm0017305,nm0348181",nm0065284
4585,tt0381966,Creep,Creep,2004,\N,85,29331.0,nm1247462,nm1247462
6167,tt1248971,Chérrybớmb,,2009,\N,76,7253.0,nm2076151,"nm2443600,nm2441296"
6427,tt1396221,Passion Play,,2010,\N,94,,nm0322248,nm0322248
7393,tt2193364,I Am Shahid Afridi,,2013,\N,130,4561.0,nm3221574,nm5685343
617,tt0047203,Magnificent Obsession,,1954,\N,108,6482.0,"nm0235160,nm0088161,nm0740537,nm0556945,nm0373511,nm0242850",nm0802862
7678,tt2497808,Ambushed,Ambushed,2013,\N,96,1608.0,nm1168724,nm0784805
4853,tt0428803,March of the Penguins,La marche de l'empereur,2005,\N,80,57339.0,"nm0415207,nm0275260,nm1471001",nm0415207
5981,tt1159961,Waking Sleeping Beauty,Waking Sleeping Beauty,2009,\N,86,2951.0,nm1344116,nm0353893
3337,tt0120586,American History X,,1998,\N,119,1076118.0,nm0571346,nm0443411
4436,tt0359045,Bear Cub,,\N,2004,100,,"nm0016234,nm0305850",nm0016234
5143,tt0487156,Air Force 2,,2006,\N,88,,"nm0325288,nm2124538",nm0872062
